Postnummer,Ort,KnNamn,KnKod,LnNamn,Latitude,Longitude,Google-maps
10004,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10012,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10019,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10026,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10028,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10029,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10031,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10040,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10041,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10044,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10052,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10054,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10055,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10061,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10064,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10073,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10074,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10101,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10110,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10121,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10122,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10123,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10124,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10125,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10126,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10127,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10128,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10129,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10130,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10131,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10132,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10133,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10134,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10135,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10136,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10137,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10138,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10139,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10153,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10154,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10155,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10156,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10158,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10159,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10204,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10214,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10215,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10216,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10217,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10220,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10221,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10222,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10223,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10224,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10225,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10226,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10227,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10228,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10229,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10230,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10231,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10232,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10233,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10234,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10235,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10239,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10240,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10241,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10242,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10243,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10245,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10246,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10247,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10248,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10249,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10250,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10251,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10252,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10253,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10260,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10261,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10262,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10263,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10264,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10265,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10266,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10267,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10268,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10269,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10270,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10272,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10273,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10301,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10302,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10303,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10310,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10311,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10312,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10313,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10314,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10315,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10316,Stockholm,STOCKHOLM,0180,Stockholms län,59.3253301,18.0707094,"https://www.google.se/maps/@59.3253301,18.0707094,12z?entry=ttu"
10317,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10318,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10320,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10321,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10322,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10323,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10324,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10325,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10326,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10327,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10329,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10332,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10333,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10334,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10335,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10336,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10337,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10338,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10339,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10351,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10355,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10359,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10360,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10361,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10362,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10363,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10364,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10365,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10366,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10367,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10368,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10369,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10370,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10371,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10373,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10374,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10375,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10376,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10377,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10380,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10382,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10383,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10384,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10385,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10386,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10387,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10388,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10389,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10390,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10391,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10392,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10393,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10394,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10395,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10396,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10397,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10398,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10399,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10405,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10420,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10422,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10425,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10430,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10431,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10432,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10435,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10440,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10441,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10450,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10451,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10455,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10460,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10462,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10465,Stockholm,STOCKHOLM,0180,Stockholms län,59.3201335,18.0696408,"https://www.google.se/maps/@59.3201335,18.0696408,12z?entry=ttu"
10500,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10505,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10506,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10507,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10509,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10510,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10511,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10515,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10516,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10517,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10518,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
10519,Stockholm,STOCKHOLM,0180,Stockholms län,59.326142,17.9820525,"https://www.google.se/maps/@59.326142,17.9820525,12z?entry=ttu"
